0,0,Land,2000.00
0,1,Land,2013.00
0,2,Land,2028.21
0,3,Land,1980.62
0,4,Land,2043.42
0,5,Land,2000.00
0,6,Land,1948.23
0,7,Land,2091.94
0,8,Land,2084.63
0,9,Land,2137.26
0,10,Land,2000.00
0,11,Land,1877.67
0,12,Land,1903.23
0,13,Land,2051.45
0,14,Land,2170.88
0,15,Land,2190.48
0,16,Land,2147.18
0,17,Land,2246.06
0,18,Land,2283.50
0,19,Land,2189.72
0,20,Land,2000.00
0,21,Land,1807.01
0,22,Land,1762.12
0,23,Land,1745.86
0,24,Land,1810.40
0,25,Land,1927.83
0,26,Land,2115.91
0,27,Land,2246.57
0,28,Land,2348.53
0,29,Land,2476.57
0,30,Land,2380.95
0,31,Land,2298.16
0,32,Land,2305.54
0,33,Land,2455.29
0,34,Land,2483.04
0,35,Land,2531.99
0,36,Land,2544.93
0,37,Land,2471.32
0,38,Land,2386.21
0,39,Land,2261.50
0,40,Land,2000.00
0,41,Land,1698.29
0,42,Land,1619.65
0,43,Land,1504.49
0,44,Land,1513.75
0,45,Land,1468.01
0,46,Land,1431.84
0,47,Land,1377.43
0,48,Land,1490.75
0,49,Land,1504.37
0,50,Land,1619.05
0,51,Land,1789.13
0,52,Land,1892.88
0,53,Land,1927.57
0,54,Land,2049.36
0,55,Land,2072.17
0,56,Land,2125.66
0,57,Land,2178.62
0,58,Land,2268.93
0,59,Land,2075.69
0,60,Land,2000.00
0,61,Land,1942.64
0,62,Land,1782.89
0,63,Land,1742.74
0,64,Land,1782.94
0,65,Land,1927.83
0,66,Land,2103.83
0,67,Land,2197.63
0,68,Land,2203.11
0,69,Land,2325.14
0,70,Land,2380.95
0,71,Land,2470.98
0,72,Land,2524.62
0,73,Land,2589.35
0,74,Land,2497.67
0,75,Land,2531.99
0,76,Land,2466.33
0,77,Land,2328.16
0,78,Land,2361.83
0,79,Land,2307.53
0,80,Land,2000.00
0,81,Land,1688.01
0,82,Land,1537.60
0,83,Land,1568.59
0,84,Land,1563.51
0,85,Land,1468.01
0,86,Land,1453.96
0,87,Land,1425.08
0,88,Land,1601.73
0,89,Land,1580.76
0,90,Land,1619.05
0,91,Land,1678.61
0,92,Land,1637.85
0,93,Land,1549.12
0,94,Land,1557.68
0,95,Land,1691.22
0,96,Land,1813.58
0,97,Land,1769.46
0,98,Land,1822.18
0,99,Land,1897.36
1,0,Land,2222.49
1,1,Land,2206.81
1,2,Land,2185.22
1,3,Land,2238.37
1,4,Land,2194.22
1,5,Land,2156.05
1,6,Land,2108.77
1,7,Land,2205.34
1,8,Land,2189.90
1,9,Land,2188.60
1,10,Land,2180.22
1,11,Land,2065.15
1,12,Land,1949.78
1,13,Land,2046.32
1,14,Land,2206.78
1,15,Land,2157.40
1,16,Land,2178.75
1,17,Land,2252.02
1,18,Land,2228.00
1,19,Land,2273.42
1,20,Land,2144.56
1,21,Land,1926.12
1,22,Land,1914.93
1,23,Land,1839.36
1,24,Land,1849.03
1,25,Land,1910.70
1,26,Land,2047.47
1,27,Land,2176.86
1,28,Land,2359.27
1,29,Land,2336.71
1,30,Land,2265.79
1,31,Land,2202.34
1,32,Land,2197.03
1,33,Land,2266.19
1,34,Land,2462.54
1,35,Land,2533.81
1,36,Land,2522.63
1,37,Land,2475.90
1,38,Land,2444.10
1,39,Land,2325.82
1,40,Land,2021.31
1,41,Land,1763.29
1,42,Land,1598.10
1,43,Land,1539.86
1,44,Land,1518.31
1,45,Land,1451.57
1,46,Land,1387.60
1,47,Land,1499.24
1,48,Land,1467.13
1,49,Land,1460.31
1,50,Land,1584.94
1,51,Land,1711.49
1,52,Land,1804.47
1,53,Land,1940.28
1,54,Land,1921.18
1,55,Land,1987.82
1,56,Land,2091.94
1,57,Land,2058.56
1,58,Land,2094.70
1,59,Land,1916.30
1,60,Land,1913.66
1,61,Land,1789.94
1,62,Land,1677.72
1,63,Land,1565.93
1,64,Land,1576.22
1,65,Land,1792.82
1,66,Land,1921.84
1,67,Land,2039.38
1,68,Land,2199.46
1,69,Land,2226.94
1,70,Land,2350.38
1,71,Land,2432.31
1,72,Land,2538.88
1,73,Land,2603.89
1,74,Land,2519.35
1,75,Land,2553.83
1,76,Land,2516.19
1,77,Land,2517.14
1,78,Land,2473.35
1,79,Land,2317.31
1,80,Land,2001.20
1,81,Land,1763.81
1,82,Land,1579.48
1,83,Land,1547.37
1,84,Land,1549.35
1,85,Land,1460.82
1,86,Land,1432.07
1,87,Land,1499.73
1,88,Land,1653.01
1,89,Land,1553.65
1,90,Land,1541.50
1,91,Land,1527.98
1,92,Land,1518.78
1,93,Land,1593.17
1,94,Land,1599.31
1,95,Land,1675.91
1,96,Land,1751.29
1,97,Land,1844.07
1,98,Land,1776.88
1,99,Land,1801.40
2,0,Land,2296.12
2,1,Land,2211.67
2,2,Land,2269.45
2,3,Land,2250.30
2,4,Land,2231.72
2,5,Land,2238.97
2,6,Land,2319.26
2,7,Land,2383.68
2,8,Land,2236.50
2,9,Land,2236.84
2,10,Land,2161.31
2,11,Land,2126.62
2,12,Land,2062.33
2,13,Land,2156.67
2,14,Land,2241.34
2,15,Land,2224.58
2,16,Land,2250.10
2,17,Land,2255.90
2,18,Land,2236.15
2,19,Land,2271.31
2,20,Land,2221.45
2,21,Land,2078.48
2,22,Land,1970.43
2,23,Land,1799.53
2,24,Land,1773.16
2,25,Land,1816.12
2,26,Land,1948.99
2,27,Land,2094.90
2,28,Land,2257.27
2,29,Land,2241.13
2,30,Land,2157.78
2,31,Land,2169.22
2,32,Land,2205.14
2,33,Land,2187.98
2,34,Land,2343.13
2,35,Land,2363.33
2,36,Land,2322.58
2,37,Land,2321.17
2,38,Land,2405.18
2,39,Land,2360.68
2,40,Land,2142.47
2,41,Land,1804.87
2,42,Land,1693.28
2,43,Land,1720.01
2,44,Land,1677.00
2,45,Land,1568.71
2,46,Land,1468.81
2,47,Land,1423.22
2,48,Land,1406.04
2,49,Land,1432.92
2,50,Land,1451.17
2,51,Land,1497.62
2,52,Land,1611.60
2,53,Land,1821.61
2,54,Land,1793.91
2,55,Land,1891.52
2,56,Land,2017.92
2,57,Land,2090.74
2,58,Land,1892.79
2,59,Land,1799.09
2,60,Land,1696.92
2,61,Land,1622.55
2,62,Land,1541.14
2,63,Land,1526.27
2,64,Land,1507.21
2,65,Land,1606.15
2,66,Land,1666.00
2,67,Land,1820.63
2,68,Land,2128.89
2,69,Land,2282.04
2,70,Land,2381.67
2,71,Land,2387.37
2,72,Land,2479.09
2,73,Land,2569.23
2,74,Land,2527.59
2,75,Land,2568.90
2,76,Land,2572.64
2,77,Land,2515.98
2,78,Land,2484.45
2,79,Land,2307.89
2,80,Land,2054.95
2,81,Land,1825.27
2,82,Land,1692.53
2,83,Land,1441.18
2,84,Land,1500.24
2,85,Land,1522.70
2,86,Land,1532.31
2,87,Land,1646.54
2,88,Land,1622.25
2,89,Land,1623.29
